communityname,ViolentCR,householdsize,agePct12t21,PctUrban,medIncome,pctWSocSec,pctWPubAsst,pctWRetire,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,MalePctNevMarr,TotalPctDiv,PersPerFam,PctFam2Par,PctWorkMom,PctRecentImmig,PctHousOccup,PctHousOwnOcc,RentMedian,PctForeignBorn,PctBornSameState,PopDens,PctUsePubTrans
Johnstowncity,2.985526218,0.22,0.35,1,0.05,0.84,0.79,0.89,0.72,0.5,0.63,0.1,1,0.47,0.54,0.36,0.35,0.18,0,0.38,0.35,0.06,0.04,0.97,0.4,0.26
Chestercity,16.81763177,0.56,0.52,1,0.15,0.62,0.97,0.52,0.67,0.46,0.67,0.1,0.86,0.81,0.71,0.67,0,0.54,0.02,0.5,0.42,0.21,0.06,0.79,0.72,0.72
LakeJacksoncity,0.386577674,0.52,0.39,0,0.57,0.23,0.06,0.4,0.08,0.1,0.14,0.54,0.15,0.21,0.36,0.53,0.86,0.38,0.27,0.62,0.6,0.3,0.15,0.61,0.14,0
FortSmithcity,2.986496933,0.34,0.4,1,0.2,0.51,0.24,0.34,0.36,0.33,0.46,0.26,0.33,0.28,0.66,0.42,0.62,0.54,0.11,0.57,0.5,0.15,0.12,0.58,0.13,0
Hemetcity,3.871899218,0.14,0.17,1,0.14,1,0.52,1,0.37,0.39,0.57,0.13,0.66,0.13,0.58,0.12,0.38,0.2,0.27,0.51,0.54,0.38,0.29,0.28,0.17,0.02
ParadiseValleytown,0.682065745,0.46,0.4,1,1,0.42,0.09,0.46,0.07,0.04,0.04,0.97,0.16,0.21,0.22,0.37,0.97,0,0.19,0.63,0.99,1,0.18,0.13,0.06,0.03
Oaklandcity,11.92567499,0.4,0.36,1,0.26,0.39,0.88,0.42,0.5,0.41,0.44,0.43,0.63,0.72,0.79,0.6,0.18,0.33,0.62,0.74,0.27,0.44,0.59,0.43,0.56,1
Reedleycity,3.001451551,0.84,0.57,0,0.21,0.48,0.71,0.33,0.59,1,0.82,0.15,1,0.52,0.31,0.86,0.59,0.46,1,0.9,0.48,0.29,0.85,0.49,0.34,0.05
Auburncity,1.67449978,0.26,0.28,0,0.35,0.63,0.48,0.72,0.21,0.17,0.24,0.42,0.22,0.25,0.74,0.29,0.57,0.6,0,0.86,0.44,0.43,0.13,0.6,0.14,0.02
ArroyoGrandecity,2.996620807,0.36,0.31,0,0.38,0.69,0.33,0.77,0.21,0.14,0.26,0.3,0.3,0.23,0.52,0.37,0.69,0.58,0.07,0.79,0.62,0.48,0.18,0.56,0.21,0.04
Northamptontownship,0.24230431,0.72,0.54,0.98,0.78,0.25,0.07,0.36,0.02,0.09,0.12,0.6,0.11,0.38,0.11,0.74,0.95,0.38,0.05,0.89,0.93,0.84,0.15,0.77,0.11,0.2
Hamptoncity,1.942024613,0.46,0.47,1,0.31,0.33,0.26,0.65,0.28,0.23,0.34,0.3,0.35,0.44,0.58,0.45,0.55,0.58,0.05,0.71,0.5,0.32,0.08,0.45,0.22,0.13
WestSacramentocity,3.858088351,0.42,0.37,0.99,0.19,0.51,0.94,0.53,0.49,0.48,0.59,0.12,0.62,0.42,0.89,0.54,0.39,0.22,0.86,0.81,0.46,0.3,0.49,0.55,0.11,0.08
Sylacaugacity,3.127818571,0.36,0.42,0,0.14,0.69,0.47,0.44,0.52,0.48,0.6,0.27,0.27,0.28,0.54,0.45,0.52,0.52,0,0.67,0.55,0.05,0.01,0.88,0.06,0
LighthousePointcity,0.780354122,0.15,0.11,1,0.48,0.87,0.1,0.59,0.12,0.19,0.24,0.44,0.24,0.16,0.45,0.13,0.84,0.34,0.07,0.42,0.83,0.47,0.27,0.06,0.38,0.05
Dunkirkcity,1.171372527,0.35,0.39,0,0.15,0.7,0.7,0.75,0.49,0.43,0.51,0.15,0.77,0.48,0.51,0.44,0.42,0.48,0.02,0.81,0.58,0.16,0.06,0.86,0.26,0.05
Vallejocity,6.038059191,0.58,0.43,1,0.41,0.38,0.52,0.71,0.21,0.23,0.32,0.3,0.41,0.45,0.59,0.63,0.57,0.58,0.37,0.76,0.54,0.47,0.54,0.44,0.3,0.21
Kennettcity,5.447475361,0.35,0.45,0,0.06,0.72,1,0.37,0.84,0.83,0.81,0.16,0.62,0.24,0.61,0.41,0.48,0.33,0,0.78,0.53,0.04,0,0.67,0.14,0.02
SouthGatecity,4.552262908,1,0.62,1,0.26,0.35,0.59,0.3,0.46,1,1,0.06,0.74,0.65,0.4,1,0.58,0.15,1,0.94,0.36,0.47,1,0.35,0.98,0.45
HermosaBeachcity,2.266205827,0.09,0.07,1,0.71,0.07,0.07,0.15,0.13,0.02,0.04,0.91,0.04,0.97,0.71,0.14,0.55,0.7,0.23,0.8,0.26,0.9,0.24,0.37,1,0.06
UpperGwyneddtownship,0.209430951,0.59,0.39,0.97,0.74,0.28,0.06,0.37,0.02,0.13,0.19,0.67,0.06,0.34,0.22,0.6,0.93,0.62,0.1,0.82,0.78,0.64,0.17,0.75,0.12,0.19
Simsburytown,0.025365093,0.51,0.4,0,0.87,0.29,0.07,0.53,0.02,0.09,0.06,0.92,0.1,0.31,0.23,0.49,0.92,0.49,0.09,0.9,0.81,0.66,0.18,0.39,0.05,0.15
Medfordcity,2.240378653,0.35,0.35,1,0.23,0.57,0.35,0.5,0.38,0.2,0.3,0.28,0.44,0.28,0.74,0.35,0.53,0.52,0.04,0.86,0.47,0.29,0.1,0.36,0.21,0.07
Dubuquecity,1.303127186,0.45,0.47,1,0.25,0.57,0.3,0.59,0.28,0.32,0.36,0.3,0.29,0.46,0.29,0.48,0.72,0.73,0.07,0.85,0.6,0.16,0.04,0.81,0.21,0.06
Whitewatercity,0.642800189,0.65,1,0,0.13,0.39,0.13,0.35,0.88,0.28,0.29,0.59,0.24,1,0.09,0.4,0.64,0.79,0.15,0.84,0.2,0.24,0.09,0.77,0.22,0.02
Broomfieldcity,1.168928513,0.53,0.44,1,0.45,0.19,0.11,0.3,0.12,0.05,0.11,0.45,0.19,0.32,0.46,0.58,0.79,0.72,0.1,0.85,0.7,0.33,0.1,0.4,0.09,0.17
Westlakecity,0.355724152,0.43,0.32,1,0.59,0.44,0.05,0.51,0.04,0.09,0.15,0.61,0.13,0.32,0.29,0.51,0.91,0.35,0.09,0.73,0.71,0.52,0.2,0.69,0.14,0.17
LakeWorthcity,6.91323803,0.24,0.24,1,0.17,0.73,0.2,0.57,0.45,0.49,0.57,0.18,0.34,0.46,0.76,0.32,0.39,0.45,0.51,0.15,0.45,0.32,0.61,0.13,0.43,0.12
Duncanvillecity,1.948170537,0.55,0.51,1,0.48,0.25,0.1,0.35,0.09,0.12,0.2,0.47,0.25,0.29,0.51,0.56,0.7,0.66,0.03,0.75,0.62,0.41,0.1,0.64,0.26,0.05
Florencecity,6.992611908,0.46,0.44,1,0.22,0.57,0.57,0.4,0.58,0.57,0.54,0.36,0.38,0.55,0.62,0.53,0.27,0.65,0.05,0.77,0.48,0.15,0.04,0.79,0.17,0.07
Brawleycity,4.145457315,0.76,0.55,0,0.18,0.4,0.96,0.35,0.65,1,0.87,0.14,1,0.47,0.5,0.9,0.5,0.06,0.42,0.8,0.37,0.2,0.71,0.6,0.32,0.04
Ramseyborough,0.804234586,0.54,0.37,1,0.89,0.35,0.02,0.4,0.05,0.06,0.09,0.77,0.19,0.36,0.23,0.53,0.89,0.26,0.18,0.76,0.83,0.94,0.29,0.42,0.2,0.47
Miramarcity,3.101202078,0.53,0.37,1,0.4,0.35,0.15,0.28,0.21,0.21,0.37,0.23,0.27,0.35,0.59,0.54,0.64,0.72,0.33,0.79,0.75,0.48,0.6,0.25,0.11,0.05
Miltontown,0.897958103,0.59,0.38,1,0.68,0.69,0.18,0.76,0.07,0.08,0.11,0.7,0.25,0.54,0.12,0.62,0.85,0.67,0.08,0.92,0.81,0.59,0.22,0.82,0.16,0.58
SantaAnacity,4.516545879,1,0.58,1,0.39,0.25,0.4,0.27,0.48,1,0.9,0.15,0.56,0.74,0.38,1,0.64,0.43,1,0.84,0.36,0.68,1,0.28,0.91,0.48
Saugustown,2.050615169,0.49,0.35,1,0.5,0.61,0.23,0.64,0.09,0.19,0.32,0.25,0.35,0.43,0.29,0.55,0.77,0.53,0.02,0.93,0.75,0.49,0.14,0.93,0.19,0.35
Woodwardcity,1.909813995,0.41,0.38,0,0.19,0.47,0.25,0.3,0.4,0.34,0.46,0.21,0.25,0.21,0.64,0.44,0.64,0.53,0,0.36,0.62,0.11,0.03,0.68,0.08,0.01
Somersworthcity,0.313091276,0.4,0.34,1,0.35,0.45,0.3,0.55,0.17,0.41,0.43,0.2,0.31,0.38,0.57,0.42,0.59,0.75,0.03,0.71,0.49,0.4,0.11,0.58,0.1,0.06
Lafayettecity,1.588921829,0.46,0.29,0,0.37,0.18,0.17,0.19,0.21,0.18,0.24,0.45,0.2,0.3,0.74,0.54,0.64,0.71,0.12,0.74,0.67,0.4,0.15,0.4,0.18,0.13
Athenscity,5.479919306,0.42,0.51,0,0.12,0.59,0.46,0.39,0.58,0.62,0.61,0.24,0.6,0.34,0.67,0.47,0.47,0.48,0.28,0.47,0.5,0.15,0.15,0.8,0.07,0
Scotttownship,0.231792713,0.25,0.19,1,0.38,0.56,0.1,0.65,0.1,0.21,0.28,0.48,0.13,0.45,0.31,0.33,0.79,0.61,0.03,0.86,0.62,0.42,0.09,0.9,0.36,0.66
Middletownship,1.034872882,0.49,0.31,0,0.31,0.63,0.27,0.62,0.2,0.38,0.52,0.17,0.52,0.31,0.45,0.48,0.66,0.67,0.04,0,0.81,0.42,0.08,0.55,0.02,0.07
Watertowntown,3.155010372,0.28,0.16,1,0.52,0.49,0.22,0.53,0.14,0.28,0.26,0.68,0.25,0.73,0.27,0.35,0.69,0.63,0.29,0.87,0.32,0.73,0.5,0.59,0.68,0.92
EastPointcity,6.513885533,0.4,0.4,1,0.25,0.44,0.45,0.44,0.44,0.33,0.48,0.28,0.56,0.59,0.83,0.49,0.16,0.86,0.15,0.37,0.38,0.3,0.09,0.67,0.21,0.9
OldBridgetownship,0.663916578,0.53,0.35,0.97,0.59,0.32,0.14,0.41,0.08,0.17,0.27,0.38,0.25,0.4,0.3,0.57,0.83,0.39,0.25,0.8,0.62,0.55,0.35,0.47,0.12,0.77
Hilltowntownship,0.248026002,0.6,0.37,0.17,0.55,0.36,0.13,0.4,0.07,0.16,0.27,0.37,0.05,0.27,0.22,0.56,0.86,0.44,0.06,0.93,0.83,0.43,0.09,0.86,0.03,0.03
Vincennescity,0.627087926,0.43,0.87,0,0.12,0.61,0.39,0.45,0.55,0.39,0.48,0.2,0.58,0.72,0.51,0.37,0.54,0.66,0.08,0.59,0.51,0.14,0.02,0.82,0.26,0.03
Tallahasseecity,8.264338669,0.34,0.84,1,0.2,0.27,0.21,0.32,0.59,0.19,0.23,0.66,0.33,0.87,0.53,0.35,0.36,0.79,0.18,0.65,0.32,0.28,0.13,0.47,0.16,0.16
Madisonborough,0.263352763,0.59,0.69,1,0.74,0.44,0.08,0.56,0.08,0.21,0.19,0.81,0.17,0.66,0.21,0.4,0.8,0.31,0.2,0.91,0.6,0.75,0.31,0.49,0.32,0.4
Longviewcity,1.426496089,0.33,0.39,1,0.23,0.54,0.58,0.57,0.42,0.25,0.37,0.19,0.48,0.28,0.72,0.37,0.51,0.32,0.03,0.85,0.48,0.23,0.1,0.48,0.22,0.02
Barringtontown,0.356302375,0.53,0.36,1,0.68,0.5,0.12,0.47,0.03,0.09,0.17,0.76,0.21,0.3,0.2,0.49,0.9,0.36,0.11,0.88,0.9,0.53,0.13,0.5,0.16,0.14
CoralGablescity,4.097666691,0.41,0.55,1,0.59,0.52,0.17,0.4,0.16,0.16,0.15,0.81,0.21,0.65,0.49,0.35,0.73,0.3,0.67,0.74,0.56,0.43,1,0.15,0.28,0.17
Hopatcongborough,0.512815814,0.58,0.38,1,0.6,0.23,0.13,0.33,0.07,0.14,0.22,0.32,0.25,0.38,0.27,0.6,0.87,0.52,0.08,0.42,0.9,0.67,0.18,0.65,0.12,0.1
Puyallupcity,1.28656997,0.45,0.4,1,0.35,0.46,0.33,0.51,0.17,0.21,0.27,0.27,0.33,0.3,0.61,0.49,0.67,0.47,0.06,0.83,0.51,0.33,0.12,0.5,0.19,0.1
Eunicecity,6.180882897,0.52,0.48,0,0.05,0.62,0.93,0.31,1,0.83,0.8,0.16,0.98,0.32,0.51,0.62,0.48,0.05,0,0.62,0.57,0.05,0,1,0.2,0.04
CityofOrangetownship,24.65192234,0.4,0.4,1,0.26,0.5,0.57,0.41,0.47,0.48,0.6,0.28,0.66,0.73,0.74,0.64,0.13,0.61,0.62,0.77,0.09,0.46,0.62,0.51,1,1
AgouraHillscity,1.556847452,0.66,0.49,1,0.98,0.12,0.05,0.12,0.08,0.05,0.09,0.72,0.18,0.34,0.4,0.66,0.86,0.43,0.2,0.84,0.83,0.99,0.42,0.45,0.21,0.03
Randolphtown,0.901806012,0.49,0.32,1,0.52,0.53,0.25,0.43,0.12,0.15,0.25,0.34,0.4,0.47,0.29,0.56,0.78,0.58,0.19,0.89,0.66,0.68,0.34,0.81,0.25,0.32
Portlandcity,7.682735386,0.28,0.32,1,0.23,0.47,0.32,0.46,0.38,0.19,0.28,0.41,0.38,0.54,0.81,0.37,0.46,0.57,0.28,0.79,0.42,0.27,0.22,0.46,0.29,0.64
Newberrytownship,0.285361893,0.5,0.41,0,0.39,0.24,0.14,0.38,0.06,0.28,0.38,0.21,0.13,0.29,0.44,0.49,0.78,0.79,0.01,0.83,0.88,0.24,0.03,0.89,0.03,0
Hudsontown,0.672827192,0.47,0.35,0.95,0.55,0.4,0.19,0.38,0.08,0.31,0.39,0.37,0.32,0.44,0.31,0.53,0.81,0.64,0.16,0.82,0.63,0.5,0.42,0.7,0.12,0.03
Haddonfieldborough,0.395693779,0.41,0.31,1,0.74,0.55,0.06,0.69,0.06,0.07,0.13,0.92,0.04,0.34,0.24,0.42,0.84,0.51,0.06,0.89,0.83,0.56,0.09,0.42,0.34,0.75
TheColonycity,0.611706815,0.76,0.39,0,0.51,0.03,0.04,0.08,0.06,0.08,0.15,0.34,0.25,0.19,0.35,0.76,0.89,0.74,0.06,0.8,0.74,0.5,0.15,0.46,0.16,0.03
PortHuenemecity,2.08687832,0.63,0.45,1,0.36,0.4,0.41,0.58,0.22,0.32,0.35,0.24,0.28,0.57,0.64,0.65,0.59,0.57,0.22,0.59,0.34,0.65,0.45,0.35,0.38,0.07
WestMonroecity,2.559700155,0.3,0.39,1,0.11,0.58,0.42,0.47,0.56,0.4,0.5,0.26,0.48,0.31,0.74,0.37,0.37,0.42,0.06,0.57,0.46,0.15,0.02,0.8,0.16,0
Brookfieldcity,0.783189726,0.59,0.38,1,0.75,0.47,0.07,0.6,0.01,0.11,0.13,0.68,0.07,0.25,0.08,0.52,0.96,0.43,0.06,0.93,0.94,0.66,0.17,0.7,0.11,0.06
Ketteringcity,0.602372533,0.27,0.27,1,0.38,0.53,0.14,0.73,0.1,0.14,0.21,0.46,0.14,0.3,0.48,0.31,0.7,0.56,0.07,0.88,0.59,0.32,0.09,0.69,0.27,0.1
Lompoccity,1.908199223,0.62,0.34,1,0.33,0.34,0.54,0.55,0.39,0.31,0.36,0.21,0.47,0.45,0.73,0.6,0.52,0.41,0.51,0.78,0.4,0.41,0.4,0.44,0.28,0.02
UpperArlingtoncity,0.638843348,0.33,0.28,1,0.68,0.56,0.07,0.71,0.02,0.04,0.04,0.98,0.04,0.22,0.27,0.35,0.85,0.45,0.12,0.91,0.8,0.45,0.14,0.65,0.3,0.09
Fultoncity,1.669161951,0.58,0.68,0,0.2,0.69,0.32,0.55,0.29,0.55,0.59,0.24,0.19,0.59,0.58,0.36,0.47,0.83,0.01,0.64,0.54,0.1,0.03,0.72,0.08,0
Midlandcity,1.982658819,0.46,0.39,1,0.33,0.36,0.21,0.27,0.38,0.32,0.37,0.46,0.38,0.24,0.56,0.57,0.68,0.4,0.14,0.42,0.55,0.2,0.18,0.69,0.11,0.01
Greshamcity,1.452517359,0.44,0.43,1,0.33,0.36,0.22,0.43,0.21,0.17,0.27,0.24,0.24,0.35,0.61,0.47,0.65,0.59,0.14,0.83,0.49,0.32,0.15,0.51,0.26,0.32
Kearnytown,1.898929731,0.52,0.37,1,0.43,0.53,0.23,0.51,0.15,0.52,0.55,0.23,0.38,0.57,0.3,0.58,0.73,0.48,0.77,0.72,0.37,0.5,0.8,0.6,0.32,0.56
Secaucustown,1.111191401,0.42,0.28,1,0.66,0.5,0.15,0.53,0.12,0.33,0.45,0.38,0.2,0.56,0.37,0.43,0.72,0.36,0.28,0.57,0.58,0.61,0.38,0.65,0.2,0.77
Swataratownship,2.262478163,0.4,0.3,1,0.37,0.52,0.13,0.77,0.16,0.34,0.4,0.23,0.19,0.38,0.46,0.37,0.7,0.71,0.02,0.89,0.66,0.3,0.1,0.87,0.12,0.14
Middletowntownship,0.358040564,0.62,0.43,1,0.7,0.48,0.15,0.53,0.05,0.16,0.24,0.48,0.26,0.4,0.19,0.64,0.91,0.39,0.07,0.88,0.84,0.61,0.2,0.55,0.14,0.54
BullheadCitycity,3.337667109,0.35,0.22,0,0.22,0.7,0.25,0.88,0.33,0.19,0.47,0.14,0.41,0.17,0.79,0.2,0.53,0.67,0.08,0,0.55,0.37,0.11,0,0.04,0.06
Ogdensburgcity,0.041091025,0.67,0.42,0,0.19,0.63,0.5,0.74,0.36,0.37,0.56,0.17,0.61,0.73,0.5,0.52,0.51,0.69,0.05,0.8,0.51,0.18,0.15,0.91,0.22,0.04
Goshentown,0.128726491,0.8,0.46,0,0.58,0.34,0.16,0.41,0.11,0.32,0.38,0.38,0.28,0.56,0.34,0.63,0.81,0.66,0.09,0.73,0.66,0.56,0.18,0.79,0.02,0.14
Hulltown,3.71986464,0.49,0.35,1,0.43,0.41,0.34,0.39,0.2,0.12,0.23,0.31,0.47,0.58,0.58,0.57,0.54,0.44,0.03,0,0.61,0.65,0.16,0.82,0.29,0.48
Woonsocketcity,1.572472868,0.36,0.38,1,0.23,0.57,0.55,0.5,0.36,0.69,0.78,0.13,0.62,0.48,0.51,0.44,0.44,0.45,0.1,0.76,0.19,0.3,0.2,0.72,0.48,0.07
Plymouthtown,0.436661293,0.48,0.38,0.73,0.49,0.54,0.14,0.67,0.07,0.35,0.43,0.21,0.19,0.37,0.34,0.51,0.82,0.71,0.05,0.82,0.76,0.38,0.13,0.79,0.04,0
Bristolborough,3.531256947,0.43,0.35,1,0.24,0.71,0.4,0.59,0.27,0.52,0.67,0.12,0.55,0.51,0.52,0.59,0.56,0.49,0.01,0.84,0.51,0.32,0.07,0.8,0.5,0.17
Moorparkcity,1.040914572,0.8,0.35,1,0.8,0.12,0.15,0.19,0.1,0.24,0.23,0.45,0.18,0.31,0.32,0.8,0.9,0.5,0.29,0.88,0.78,0.9,0.45,0.53,0.17,0.01
Tiftoncity,4.657538285,0.49,0.6,0,0.15,0.46,0.7,0.3,0.7,0.47,0.6,0.29,0.47,0.53,0.68,0.51,0.32,0.52,0.24,0.63,0.37,0.11,0.06,0.82,0.15,0.04
NorthCantoncity,0.482502219,0.28,0.27,1,0.34,0.57,0.09,0.67,0.12,0.13,0.19,0.48,0.22,0.24,0.42,0.31,0.77,0.64,0,0.88,0.65,0.28,0.09,0.79,0.22,0.02
Shawneecity,1.827244941,0.37,0.52,0,0.12,0.67,0.53,0.53,0.56,0.4,0.53,0.21,0.61,0.35,0.61,0.4,0.54,0.46,0.03,0.48,0.57,0.14,0.03,0.73,0.05,0.01
Bakersfieldcity,4.046996897,0.52,0.43,1,0.34,0.33,0.58,0.35,0.39,0.27,0.38,0.31,0.45,0.39,0.69,0.58,0.51,0.36,0.17,0.79,0.45,0.33,0.23,0.6,0.16,0.07
Oshkoshcity,0.609068643,0.42,0.62,1,0.22,0.53,0.3,0.47,0.33,0.29,0.36,0.31,0.27,0.63,0.39,0.4,0.63,0.64,0.08,0.86,0.47,0.24,0.08,0.87,0.26,0.11
Ringwoodborough,0.179469535,0.72,0.45,1,0.8,0.23,0.14,0.39,0.03,0.06,0.16,0.51,0.33,0.41,0.2,0.69,0.93,0.35,0.05,0.84,0.95,0.88,0.25,0.58,0.04,0.18
Laceytownship,0.348237494,0.51,0.39,0,0.42,0.68,0.15,0.78,0.1,0.26,0.39,0.21,0.37,0.27,0.25,0.49,0.82,0.52,0.04,0.29,0.9,0.65,0.12,0.76,0.02,0.07
Pittsburghcity,5.256524036,0.31,0.44,1,0.15,0.64,0.67,0.59,0.57,0.31,0.47,0.31,0.6,0.72,0.54,0.4,0.25,0.31,0.16,0.6,0.41,0.22,0.13,0.84,0.56,1
Ankenycity,0.367172712,0.48,0.54,0,0.41,0.16,0.1,0.2,0.14,0.06,0.08,0.47,0.06,0.36,0.34,0.51,0.81,0.82,0.01,0.9,0.58,0.29,0.01,0.81,0.12,0.01
Waterloocity,2.786044488,0.34,0.39,1,0.2,0.6,0.51,0.67,0.44,0.28,0.37,0.21,0.46,0.35,0.54,0.4,0.49,0.57,0.01,0.73,0.59,0.16,0.02,0.82,0.09,0.08
Danburytown,1.1256678,0.47,0.37,1,0.53,0.41,0.18,0.41,0.14,0.34,0.4,0.43,0.32,0.52,0.44,0.51,0.7,0.53,0.44,0.72,0.51,0.57,0.44,0.41,0.13,0.13
Trumbulltown,0.338788109,0.59,0.34,1,0.81,0.6,0.09,0.62,0.04,0.26,0.26,0.58,0.24,0.32,0.11,0.56,0.94,0.43,0.09,0.94,0.95,0.62,0.28,0.59,0.11,0.08
Shrewsburytown,1.714218435,0.41,0.31,0.92,0.54,0.47,0.1,0.5,0.09,0.13,0.2,0.59,0.28,0.41,0.32,0.49,0.86,0.5,0.09,0.7,0.65,0.58,0.18,0.75,0.1,0.03
Tylercity,4.727414892,0.4,0.47,1,0.2,0.52,0.34,0.4,0.52,0.33,0.39,0.39,0.53,0.41,0.62,0.49,0.51,0.46,0.12,0.56,0.42,0.22,0.15,0.76,0.16,0.02
PleasantHillcity,2.261403483,0.32,0.25,1,0.58,0.35,0.15,0.5,0.08,0.08,0.1,0.57,0.15,0.43,0.68,0.35,0.7,0.62,0.25,0.83,0.54,0.7,0.32,0.51,0.39,0.58
Alabastercity,0.605450209,0.61,0.41,1,0.46,0.22,0.16,0.22,0.14,0.27,0.37,0.39,0.12,0.2,0.34,0.56,0.81,0.51,0.04,0.85,0.82,0.23,0.03,0.7,0.06,0.01
Marshallcity,3.983965805,0.49,0.52,0,0.12,0.63,0.69,0.39,0.68,0.43,0.55,0.24,0.55,0.41,0.59,0.53,0.4,0.54,0.05,0.54,0.59,0.13,0.04,0.8,0.08,0
WalnutCreekcity,1.208030916,0.17,0.22,1,0.56,0.61,0.1,0.75,0.09,0.05,0.07,0.77,0.15,0.36,0.53,0.23,0.71,0.56,0.33,0.8,0.62,0.67,0.39,0.4,0.26,0.7
Winchestertown,0.259096628,0.51,0.3,1,0.9,0.46,0.1,0.53,0.05,0.06,0.07,0.9,0.18,0.45,0.19,0.53,0.88,0.3,0.15,0.88,0.77,0.77,0.23,0.7,0.28,0.49
Goodlettsvillecity,2.68384238,0.39,0.39,1,0.39,0.32,0.12,0.45,0.11,0.25,0.36,0.27,0.07,0.26,0.57,0.38,0.73,0.77,0.05,0.69,0.57,0.34,0.06,0.71,0.07,0.04
Fontanacity,5.543548614,0.79,0.46,1,0.39,0.22,0.49,0.36,0.29,0.36,0.48,0.13,0.47,0.4,0.55,0.85,0.62,0.22,0.41,0.58,0.57,0.48,0.49,0.56,0.2,0.03
Coronacity,2.190499516,0.71,0.45,1,0.53,0.21,0.31,0.32,0.21,0.36,0.41,0.28,0.35,0.41,0.43,0.75,0.76,0.44,0.55,0.59,0.57,0.57,0.55,0.5,0.22,0.04
Astoriacity,1.298515228,0.3,0.35,0,0.21,0.56,0.34,0.57,0.43,0.22,0.3,0.25,0.37,0.36,0.75,0.37,0.5,0.44,0.03,0.63,0.39,0.17,0.14,0.44,0.15,0.05
TintonFallsborough,1.063879653,0.52,0.22,1,0.66,0.23,0.1,0.4,0.02,0.14,0.15,0.67,0.17,0.33,0.32,0.51,0.87,0.44,0.09,0.81,0.72,0.75,0.2,0.49,0.07,0.17
Bainbridgecity,4.133342238,0.45,0.48,0,0.12,0.69,0.83,0.38,0.77,0.62,0.71,0.23,0.42,0.46,0.7,0.51,0.22,0.49,0.16,0.57,0.53,0.06,0.06,0.77,0.06,0
NewOrleanscity,8.403880615,0.43,0.48,1,0.11,0.5,0.72,0.39,0.85,0.45,0.56,0.35,0.86,0.7,0.75,0.61,0.06,0.42,0.1,0.29,0.3,0.19,0.12,0.81,0.23,0.95
SanMateocity,1.890931542,0.31,0.24,1,0.52,0.47,0.16,0.49,0.15,0.22,0.24,0.48,0.23,0.5,0.6,0.39,0.66,0.65,0.66,0.87,0.42,0.75,0.71,0.43,0.59,0.38
Summitcity,0.498660741,0.4,0.26,1,0.9,0.52,0.08,0.49,0.05,0.16,0.16,0.88,0.14,0.41,0.25,0.42,0.86,0.23,0.56,0.87,0.62,0.8,0.4,0.42,0.27,0.87
Longviewcity,3.42187539,0.4,0.44,1,0.23,0.46,0.28,0.35,0.45,0.26,0.38,0.29,0.46,0.31,0.65,0.46,0.56,0.44,0.08,0.58,0.49,0.19,0.07,0.69,0.11,0.01
Rockawaytownship,0.726041907,0.53,0.34,0.8,0.74,0.27,0.06,0.42,0.04,0.09,0.16,0.58,0.15,0.35,0.27,0.53,0.89,0.49,0.15,0.7,0.81,0.83,0.27,0.59,0.04,0.13
Lakewoodcity,0.509505674,0.21,0.33,1,0.28,0.44,0.21,0.44,0.21,0.17,0.26,0.46,0.28,0.59,0.63,0.47,0.55,0.56,0.11,0.8,0.31,0.28,0.2,0.74,0.9,0.57
BethelParkborough,0.219825735,0.44,0.29,1,0.49,0.52,0.06,0.66,0.09,0.11,0.15,0.54,0.19,0.28,0.22,0.46,0.91,0.32,0.02,0.94,0.79,0.41,0.07,0.84,0.24,0.66
Huntsvillecity,3.100071791,0.91,0.87,0,0.1,0.3,0.41,0.29,0.8,0.33,0.46,0.34,0.53,0.79,0.8,0.46,0.43,0.69,0.12,0.4,0.2,0.26,0.15,0.73,0.11,0.01
EastPaloAltocity,9.757122434,0.81,0.51,1,0.29,0.29,0.81,0.29,0.46,0.73,0.7,0.24,0.72,0.79,0.74,1,0.26,0.58,1,0.8,0.27,0.5,0.89,0.38,0.77,0.47
Odessacity,3.361319698,0.48,0.45,1,0.21,0.39,0.32,0.27,0.51,0.49,0.53,0.2,0.48,0.26,0.65,0.58,0.61,0.33,0.11,0.45,0.53,0.15,0.22,0.73,0.21,0
NorthBrunswicktownship,1.261675505,0.47,0.39,1,0.63,0.35,0.13,0.34,0.06,0.21,0.26,0.53,0.14,0.54,0.37,0.43,0.76,0.68,0.38,0.81,0.57,0.66,0.44,0.54,0.22,0.45
Selmacity,37.17163575,0.47,0.54,0,0.07,0.68,0.97,0.44,0.96,0.57,0.7,0.24,0.74,0.52,0.65,0.61,0.14,0.33,0.05,0.65,0.42,0.05,0.01,0.92,0.14,0.02
Grenadacity,9.604521677,0.45,0.46,0,0.1,0.64,0.79,0.29,0.67,0.75,0.78,0.21,0.77,0.42,0.57,0.56,0.25,0.63,0,0.71,0.52,0.06,0,0.92,0.15,0
Norcocity,2.543419609,1,0.42,1,0.66,0.27,0.27,0.35,0.13,0.16,0.41,0.15,0.29,0.72,0.44,0.74,0.79,0.23,0.08,0.89,0.81,0.6,0.21,0.58,0.14,0.02
FortAtkinsoncity,0.373144274,0.4,0.36,0,0.28,0.6,0.21,0.57,0.2,0.27,0.31,0.34,0.18,0.3,0.39,0.46,0.74,0.81,0.04,0.95,0.61,0.22,0.07,0.8,0.2,0
